Date,Year,Season,Food group,Sample no,Prey species,Length,Biomass,SL or TL,Unknown Col 1,Unknown Col 2,Species
24-Jan-08,2008,Early summer,Fish,202,Gymnoscopelus piabilis,4.00,28.82,,145.6855898,,gaz
22-Feb-08,2008,Late summer,Fish,223,Gymnoscopelus piabilis,4.00,28.82,,145.6855898,,gaz
22-Feb-08,2008,Late summer,Fish,230,Gymnoscopelus piabilis,4.00,28.82,,145.6855898,,gaz
24-Mar-08,2008,Late summer,Fish,260,Gymnoscopelus piabilis,4.00,28.82,,145.6855898,,gaz
24-Mar-08,2008,Late summer,Fish,261,Gymnoscopelus piabilis,4.00,28.82,,145.6855898,,gaz
24-Mar-08,2008,Late summer,Fish,267,Gymnoscopelus piabilis,4.00,28.82,,145.6855898,,gaz
22-Apr-08,2008,Late summer,Fish,586,Gymnoscopelus piabilis,4.00,28.82,,145.6855898,,gaz
22-Apr-08,2008,Late summer,Fish,588,Gymnoscopelus piabilis,4.00,28.82,,145.6855898,,gaz
22-Apr-08,2008,Late summer,Fish,588,Gymnoscopelus piabilis,4.00,28.82,,145.6855898,,gaz
22-Apr-08,2008,Late summer,Fish,592,Gymnoscopelus piabilis,4.00,28.82,,145.6855898,,gaz
29-Dec-08,2008,Early summer,Fish,658,Gymnoscopelus piabilis,4.00,28.82,,145.6855898,,gaz
26-Jan-09,2009,Early summer,Fish,1070,Gymnoscopelus piabilis,4.00,28.82,,145.6855898,,gaz
25-Feb-09,2009,Late summer,Fish,1095,Gymnoscopelus piabilis,4.00,28.82,,145.6855898,,gaz
23-Dec-06,2006,Early summer,Fish,87,Gymnoscopelus piabilis,4.09,30.32,,148.467165,,gaz
27-Jan-07,2007,Early summer,Fish,92,Gymnoscopelus piabilis,4.09,30.32,,148.467165,,gaz
23-Feb-07,2007,Late summer,Fish,104,Gymnoscopelus piabilis,4.09,30.32,,148.467165,,gaz
23-Feb-07,2007,Late summer,Fish,109,Gymnoscopelus piabilis,4.09,30.32,,148.467165,,gaz
23-Feb-07,2007,Late summer,Fish,111,Gymnoscopelus piabilis,4.09,30.32,,148.467165,,gaz
23-Feb-07,2007,Late summer,Fish,111,Gymnoscopelus piabilis,4.09,30.32,,148.467165,,gaz
15-Mar-07,2007,Late summer,Fish,114,Gymnoscopelus piabilis,4.09,30.32,,148.467165,,gaz
15-Mar-07,2007,Late summer,Fish,119,Gymnoscopelus piabilis,4.09,30.32,,148.467165,,gaz
15-Mar-07,2007,Late summer,Fish,119,Gymnoscopelus piabilis,4.09,30.32,,148.467165,,gaz
15-Mar-07,2007,Late summer,Fish,119,Gymnoscopelus piabilis,4.09,30.32,,148.467165,,gaz
12-Apr-07,2007,Late summer,Fish,130,Gymnoscopelus piabilis,4.09,30.32,,148.467165,,gaz
29-Apr-07,2007,Late summer,Fish,141,Gymnoscopelus piabilis,4.09,30.32,,148.467165,,gaz
29-Apr-07,2007,Late summer,Fish,144,Gymnoscopelus piabilis,4.09,30.32,,148.467165,,gaz
23-May-07,2007,Late summer,Fish,152,Gymnoscopelus piabilis,4.09,30.32,,148.467165,,gaz
22-Jun-07,2007,Winter,Fish,162,Gymnoscopelus piabilis,4.09,30.32,,148.467165,,gaz
22-Jun-07,2007,Winter,Fish,162,Gymnoscopelus piabilis,4.09,30.32,,148.467165,,gaz
22-Jun-07,2007,Winter,Fish,162,Gymnoscopelus piabilis,4.09,30.32,,148.467165,,gaz
22-Jun-07,2007,Winter,Fish,162,Gymnoscopelus piabilis,4.09,30.32,,148.467165,,gaz
26-Aug-07,2007,Winter,Fish,175,Gymnoscopelus piabilis,4.09,30.32,,148.467165,,gaz
28-Oct-07,2007,Early summer,Fish,189,Gymnoscopelus piabilis,4.09,30.32,,148.467165,,gaz
21-Nov-07,2007,Early summer,Fish,194,Gymnoscopelus piabilis,4.09,30.32,,148.467165,,gaz
21-Nov-07,2007,Early summer,Fish,194,Gymnoscopelus piabilis,4.09,30.32,,148.467165,,gaz
21-Nov-07,2007,Early summer,Fish,194,Gymnoscopelus piabilis,4.09,30.32,,148.467165,,gaz
24-Jan-08,2008,Early summer,Fish,208,Gymnoscopelus piabilis,4.09,30.32,,148.467165,,gaz
24-Jan-08,2008,Early summer,Fish,208,Gymnoscopelus piabilis,4.09,30.32,,148.467165,,gaz
22-Feb-08,2008,Late summer,Fish,228,Gymnoscopelus piabilis,4.09,30.32,,148.467165,,gaz
22-Feb-08,2008,Late summer,Fish,229,Gymnoscopelus piabilis,4.09,30.32,,148.467165,,gaz
22-Feb-08,2008,Late summer,Fish,236,Gymnoscopelus piabilis,4.09,30.32,,148.467165,,gaz
22-Feb-08,2008,Late summer,Fish,239,Gymnoscopelus piabilis,4.09,30.32,,148.467165,,gaz
24-Mar-08,2008,Late summer,Fish,245,Gymnoscopelus piabilis,4.09,30.32,,148.467165,,gaz
24-Mar-08,2008,Late summer,Fish,261,Gymnoscopelus piabilis,4.09,30.32,,148.467165,,gaz
24-Mar-08,2008,Late summer,Fish,261,Gymnoscopelus piabilis,4.09,30.32,,148.467165,,gaz
24-Mar-08,2008,Late summer,Fish,262,Gymnoscopelus piabilis,4.09,30.32,,148.467165,,gaz
22-Apr-08,2008,Late summer,Fish,581,Gymnoscopelus piabilis,4.09,30.34,,148.4952146,,gaz
22-Apr-08,2008,Late summer,Fish,582,Gymnoscopelus piabilis,4.09,30.34,,148.4952146,,gaz
29-Dec-08,2008,Early summer,Fish,657,Gymnoscopelus piabilis,4.09,30.34,,148.4952146,,gaz
25-Feb-09,2009,Late summer,Fish,1115,Gymnoscopelus piabilis,4.09,30.34,,148.4952146,,gaz
25-Feb-09,2009,Late summer,Fish,1115,Gymnoscopelus piabilis,4.09,30.34,,148.4952146,,gaz
01-Apr-09,2009,Late summer,Fish,1149,Gymnoscopelus piabilis,4.09,30.34,,148.4952146,,gaz
25-Mar-10,2010,Late summer,Fish,1359,Gymnoscopelus piabilis,4.09,30.34,,148.4952146,,gaz
25-Mar-10,2010,Late summer,Fish,1362,Gymnoscopelus piabilis,4.09,30.34,,148.4952146,,gaz
14-Jan-10,2010,Early summer,Fish,1402,Gymnoscopelus piabilis,4.09,30.34,,148.4952146,,gaz
14-Jan-10,2010,Early summer,Fish,1412,Gymnoscopelus piabilis,4.09,30.34,,148.4952146,,gaz
25-Apr-06,2006,Late summer,Fish,57,Gymnoscopelus piabilis,4.18,31.87,,151.2395733,,gaz
25-Apr-06,2006,Late summer,Fish,59,Gymnoscopelus piabilis,4.18,31.87,,151.2395733,,gaz
25-Apr-06,2006,Late summer,Fish,59,Gymnoscopelus piabilis,4.18,31.87,,151.2395733,,gaz
23-Feb-07,2007,Late summer,Fish,95,Gymnoscopelus piabilis,4.18,31.87,,151.2395733,,gaz
23-Feb-07,2007,Late summer,Fish,103,Gymnoscopelus piabilis,4.18,31.87,,151.2395733,,gaz
23-Feb-07,2007,Late summer,Fish,103,Gymnoscopelus piabilis,4.18,31.87,,151.2395733,,gaz
23-Feb-07,2007,Late summer,Fish,104,Gymnoscopelus piabilis,4.18,31.87,,151.2395733,,gaz
23-Feb-07,2007,Late summer,Fish,111,Gymnoscopelus piabilis,4.18,31.87,,151.2395733,,gaz
23-Feb-07,2007,Late summer,Fish,111,Gymnoscopelus piabilis,4.18,31.87,,151.2395733,,gaz
23-Feb-07,2007,Late summer,Fish,111,Gymnoscopelus piabilis,4.18,31.87,,151.2395733,,gaz
15-Mar-07,2007,Late summer,Fish,119,Gymnoscopelus piabilis,4.18,31.87,,151.2395733,,gaz
15-Mar-07,2007,Late summer,Fish,119,Gymnoscopelus piabilis,4.18,31.87,,151.2395733,,gaz
12-Apr-07,2007,Late summer,Fish,127,Gymnoscopelus piabilis,4.18,31.87,,151.2395733,,gaz
29-Apr-07,2007,Late summer,Fish,141,Gymnoscopelus piabilis,4.18,31.87,,151.2395733,,gaz
29-Apr-07,2007,Late summer,Fish,144,Gymnoscopelus piabilis,4.18,31.87,,151.2395733,,gaz
23-May-07,2007,Late summer,Fish,147,Gymnoscopelus piabilis,4.18,31.87,,151.2395733,,gaz
23-May-07,2007,Late summer,Fish,154,Gymnoscopelus piabilis,4.18,31.87,,151.2395733,,gaz
22-Jun-07,2007,Winter,Fish,162,Gymnoscopelus piabilis,4.18,31.87,,151.2395733,,gaz
22-Jun-07,2007,Winter,Fish,162,Gymnoscopelus piabilis,4.18,31.87,,151.2395733,,gaz
22-Jun-07,2007,Winter,Fish,164,Gymnoscopelus piabilis,4.18,31.87,,151.2395733,,gaz
22-Jul-07,2007,Winter,Fish,167,Gymnoscopelus piabilis,4.18,31.87,,151.2395733,,gaz
21-Nov-07,2007,Early summer,Fish,194,Gymnoscopelus piabilis,4.18,31.87,,151.2395733,,gaz
21-Nov-07,2007,Early summer,Fish,194,Gymnoscopelus piabilis,4.18,31.87,,151.2395733,,gaz
24-Jan-08,2008,Early summer,Fish,203,Gymnoscopelus piabilis,4.18,31.87,,151.2395733,,gaz
22-Feb-08,2008,Late summer,Fish,225,Gymnoscopelus piabilis,4.18,31.87,,151.2395733,,gaz
22-Feb-08,2008,Late summer,Fish,233,Gymnoscopelus piabilis,4.18,31.87,,151.2395733,,gaz
22-Feb-08,2008,Late summer,Fish,239,Gymnoscopelus piabilis,4.18,31.87,,151.2395733,,gaz
24-Mar-08,2008,Late summer,Fish,248,Gymnoscopelus piabilis,4.18,31.87,,151.2395733,,gaz
22-Apr-08,2008,Late summer,Fish,583,Gymnoscopelus piabilis,4.18,31.90,,151.2954887,,gaz
22-Apr-08,2008,Late summer,Fish,586,Gymnoscopelus piabilis,4.18,31.90,,151.2954887,,gaz
22-Apr-08,2008,Late summer,Fish,588,Gymnoscopelus piabilis,4.18,31.90,,151.2954887,,gaz
29-Dec-08,2008,Early summer,Fish,652,Gymnoscopelus piabilis,4.18,31.90,,151.2954887,,gaz
26-Mar-09,2009,Late summer,Fish,1133,Gymnoscopelus piabilis,4.18,31.90,,151.2954887,,gaz
01-Apr-09,2009,Late summer,Fish,1149,Gymnoscopelus piabilis,4.18,31.90,,151.2954887,,gaz
01-Apr-09,2009,Late summer,Fish,1163,Gymnoscopelus piabilis,4.18,31.90,,151.2954887,,gaz
01-Apr-09,2009,Late summer,Fish,1173,Gymnoscopelus piabilis,4.18,31.90,,151.2954887,,gaz
26-Apr-09,2009,Late summer,Fish,1185,Gymnoscopelus piabilis,4.18,31.90,,151.2954887,,gaz
01-Jun-09,2009,Winter,Fish,1199,Gymnoscopelus piabilis,4.18,31.90,,151.2954887,,gaz
01-Jun-09,2009,Winter,Fish,1207,Gymnoscopelus piabilis,4.18,31.90,,151.2954887,,gaz
14-Jan-10,2010,Early summer,Fish,1397,Gymnoscopelus piabilis,4.18,31.90,,151.2954887,,gaz
14-Jan-10,2010,Early summer,Fish,1414,Gymnoscopelus piabilis,4.18,31.90,,151.2954887,,gaz
14-Jan-10,2010,Early summer,Fish,1415,Gymnoscopelus piabilis,4.18,31.90,,151.2954887,,gaz
14-Jan-10,2010,Early summer,Fish,1416,Gymnoscopelus piabilis,4.18,31.90,,151.2954887,,gaz
25-Apr-06,2006,Late summer,Fish,57,Gymnoscopelus piabilis,4.27,33.45,,154.0030414,,gaz
25-Apr-06,2006,Late summer,Fish,63,Gymnoscopelus piabilis,4.27,33.45,,154.0030414,,gaz
23-Dec-06,2006,Early summer,Fish,87,Gymnoscopelus piabilis,4.27,33.45,,154.0030414,,gaz
27-Jan-07,2007,Early summer,Fish,93,Gymnoscopelus piabilis,4.27,33.45,,154.0030414,,gaz
27-Jan-07,2007,Early summer,Fish,93,Gymnoscopelus piabilis,4.27,33.45,,154.0030414,,gaz
23-Feb-07,2007,Late summer,Fish,95,Gymnoscopelus piabilis,4.27,33.45,,154.0030414,,gaz
23-Feb-07,2007,Late summer,Fish,103,Gymnoscopelus piabilis,4.27,33.45,,154.0030414,,gaz
23-Feb-07,2007,Late summer,Fish,103,Gymnoscopelus piabilis,4.27,33.45,,154.0030414,,gaz
23-Feb-07,2007,Late summer,Fish,103,Gymnoscopelus piabilis,4.27,33.45,,154.0030414,,gaz
23-Feb-07,2007,Late summer,Fish,103,Gymnoscopelus piabilis,4.27,33.45,,154.0030414,,gaz
23-Feb-07,2007,Late summer,Fish,104,Gymnoscopelus piabilis,4.27,33.45,,154.0030414,,gaz
23-Feb-07,2007,Late summer,Fish,105,Gymnoscopelus piabilis,4.27,33.45,,154.0030414,,gaz
23-Feb-07,2007,Late summer,Fish,111,Gymnoscopelus piabilis,4.27,33.45,,154.0030414,,gaz
23-Feb-07,2007,Late summer,Fish,111,Gymnoscopelus piabilis,4.27,33.45,,154.0030414,,gaz
23-Feb-07,2007,Late summer,Fish,111,Gymnoscopelus piabilis,4.27,33.45,,154.0030414,,gaz
23-Feb-07,2007,Late summer,Fish,111,Gymnoscopelus piabilis,4.27,33.45,,154.0030414,,gaz
15-Mar-07,2007,Late summer,Fish,115,Gymnoscopelus piabilis,4.27,33.45,,154.0030414,,gaz
15-Mar-07,2007,Late summer,Fish,119,Gymnoscopelus piabilis,4.27,33.45,,154.0030414,,gaz
15-Mar-07,2007,Late summer,Fish,119,Gymnoscopelus piabilis,4.27,33.45,,154.0030414,,gaz
15-Mar-07,2007,Late summer,Fish,119,Gymnoscopelus piabilis,4.27,33.45,,154.0030414,,gaz
15-Mar-07,2007,Late summer,Fish,119,Gymnoscopelus piabilis,4.27,33.45,,154.0030414,,gaz
12-Apr-07,2007,Late summer,Fish,126,Gymnoscopelus piabilis,4.27,33.45,,154.0030414,,gaz
12-Apr-07,2007,Late summer,Fish,127,Gymnoscopelus piabilis,4.27,33.45,,154.0030414,,gaz
12-Apr-07,2007,Late summer,Fish,127,Gymnoscopelus piabilis,4.27,33.45,,154.0030414,,gaz
29-Apr-07,2007,Late summer,Fish,144,Gymnoscopelus piabilis,4.27,33.45,,154.0030414,,gaz
22-Jun-07,2007,Winter,Fish,162,Gymnoscopelus piabilis,4.27,33.45,,154.0030414,,gaz
22-Jun-07,2007,Winter,Fish,162,Gymnoscopelus piabilis,4.27,33.45,,154.0030414,,gaz
22-Jun-07,2007,Winter,Fish,162,Gymnoscopelus piabilis,4.27,33.45,,154.0030414,,gaz
22-Jun-07,2007,Winter,Fish,162,Gymnoscopelus piabilis,4.27,33.45,,154.0030414,,gaz
21-Nov-07,2007,Early summer,Fish,194,Gymnoscopelus piabilis,4.27,33.45,,154.0030414,,gaz
23-Dec-07,2007,Early summer,Fish,197,Gymnoscopelus piabilis,4.27,33.45,,154.0030414,,gaz
24-Jan-08,2008,Early summer,Fish,203,Gymnoscopelus piabilis,4.27,33.45,,154.0030414,,gaz
24-Jan-08,2008,Early summer,Fish,203,Gymnoscopelus piabilis,4.27,33.45,,154.0030414,,gaz
24-Jan-08,2008,Early summer,Fish,203,Gymnoscopelus piabilis,4.27,33.45,,154.0030414,,gaz
24-Jan-08,2008,Early summer,Fish,206,Gymnoscopelus piabilis,4.27,33.45,,154.0030414,,gaz
24-Jan-08,2008,Early summer,Fish,206,Gymnoscopelus piabilis,4.27,33.45,,154.0030414,,gaz
22-Feb-08,2008,Late summer,Fish,215,Gymnoscopelus piabilis,4.27,33.45,,154.0030414,,gaz
22-Feb-08,2008,Late summer,Fish,229,Gymnoscopelus piabilis,4.27,33.45,,154.0030414,,gaz
22-Feb-08,2008,Late summer,Fish,229,Gymnoscopelus piabilis,4.27,33.45,,154.0030414,,gaz
22-Feb-08,2008,Late summer,Fish,233,Gymnoscopelus piabilis,4.27,33.45,,154.0030414,,gaz
24-Mar-08,2008,Late summer,Fish,247,Gymnoscopelus piabilis,4.27,33.45,,154.0030414,,gaz
24-Mar-08,2008,Late summer,Fish,248,Gymnoscopelus piabilis,4.27,33.45,,154.0030414,,gaz
24-Mar-08,2008,Late summer,Fish,252,Gymnoscopelus piabilis,4.27,33.45,,154.0030414,,gaz
24-Mar-08,2008,Late summer,Fish,260,Gymnoscopelus piabilis,4.27,33.45,,154.0030414,,gaz
24-Mar-08,2008,Late summer,Fish,261,Gymnoscopelus piabilis,4.27,33.45,,154.0030414,,gaz
24-Mar-08,2008,Late summer,Fish,263,Gymnoscopelus piabilis,4.27,33.45,,154.0030414,,gaz
24-Mar-08,2008,Late summer,Fish,263,Gymnoscopelus piabilis,4.27,33.45,,154.0030414,,gaz
22-Apr-08,2008,Late summer,Fish,581,Gymnoscopelus piabilis,4.27,33.50,,154.0866456,,gaz
22-Apr-08,2008,Late summer,Fish,592,Gymnoscopelus piabilis,4.27,33.50,,154.0866456,,gaz
22-Apr-08,2008,Late summer,Fish,593,Gymnoscopelus piabilis,4.27,33.50,,154.0866456,,gaz
29-Dec-08,2008,Early summer,Fish,654,Gymnoscopelus piabilis,4.27,33.50,,154.0866456,,gaz
26-Mar-09,2009,Late summer,Fish,1126,Gymnoscopelus piabilis,4.27,33.50,,154.0866456,,gaz
01-Apr-09,2009,Late summer,Fish,1152,Gymnoscopelus piabilis,4.27,33.50,,154.0866456,,gaz
01-Apr-09,2009,Late summer,Fish,1157,Gymnoscopelus piabilis,4.27,33.50,,154.0866456,,gaz
01-Apr-09,2009,Late summer,Fish,1157,Gymnoscopelus piabilis,4.27,33.50,,154.0866456,,gaz
01-Apr-09,2009,Late summer,Fish,1166,Gymnoscopelus piabilis,4.27,33.50,,154.0866456,,gaz
26-Apr-09,2009,Late summer,Fish,1185,Gymnoscopelus piabilis,4.27,33.50,,154.0866456,,gaz
24-Nov-09,2009,Early summer,Fish,1332,Gymnoscopelus piabilis,4.27,33.50,,154.0866456,,gaz
25-Mar-10,2010,Late summer,Fish,1378,Gymnoscopelus piabilis,4.27,33.50,,154.0866456,,gaz
25-Mar-10,2010,Late summer,Fish,1378,Gymnoscopelus piabilis,4.27,33.50,,154.0866456,,gaz
14-Jan-10,2010,Early summer,Fish,1412,Gymnoscopelus piabilis,4.27,33.50,,154.0866456,,gaz
25-Apr-06,2006,Late summer,Fish,59,Gymnoscopelus piabilis,4.36,35.08,,156.7577856,,gaz
25-Apr-06,2006,Late summer,Fish,63,Gymnoscopelus piabilis,4.36,35.08,,156.7577856,,gaz
27-Jan-07,2007,Early summer,Fish,92,Gymnoscopelus piabilis,4.36,35.08,,156.7577856,,gaz
27-Jan-07,2007,Early summer,Fish,92,Gymnoscopelus piabilis,4.36,35.08,,156.7577856,,gaz
23-Feb-07,2007,Late summer,Fish,103,Gymnoscopelus piabilis,4.36,35.08,,156.7577856,,gaz
23-Feb-07,2007,Late summer,Fish,104,Gymnoscopelus piabilis,4.36,35.08,,156.7577856,,gaz
23-Feb-07,2007,Late summer,Fish,104,Gymnoscopelus piabilis,4.36,35.08,,156.7577856,,gaz
23-Feb-07,2007,Late summer,Fish,105,Gymnoscopelus piabilis,4.36,35.08,,156.7577856,,gaz
23-Feb-07,2007,Late summer,Fish,111,Gymnoscopelus piabilis,4.36,35.08,,156.7577856,,gaz
23-Feb-07,2007,Late summer,Fish,111,Gymnoscopelus piabilis,4.36,35.08,,156.7577856,,gaz
23-Feb-07,2007,Late summer,Fish,111,Gymnoscopelus piabilis,4.36,35.08,,156.7577856,,gaz
23-Feb-07,2007,Late summer,Fish,111,Gymnoscopelus piabilis,4.36,35.08,,156.7577856,,gaz
23-Feb-07,2007,Late summer,Fish,111,Gymnoscopelus piabilis,4.36,35.08,,156.7577856,,gaz
15-Mar-07,2007,Late summer,Fish,114,Gymnoscopelus piabilis,4.36,35.08,,156.7577856,,gaz
15-Mar-07,2007,Late summer,Fish,114,Gymnoscopelus piabilis,4.36,35.08,,156.7577856,,gaz
15-Mar-07,2007,Late summer,Fish,119,Gymnoscopelus piabilis,4.36,35.08,,156.7577856,,gaz
15-Mar-07,2007,Late summer,Fish,119,Gymnoscopelus piabilis,4.36,35.08,,156.7577856,,gaz
15-Mar-07,2007,Late summer,Fish,119,Gymnoscopelus piabilis,4.36,35.08,,156.7577856,,gaz
12-Apr-07,2007,Late summer,Fish,126,Gymnoscopelus piabilis,4.36,35.08,,156.7577856,,gaz
12-Apr-07,2007,Late summer,Fish,127,Gymnoscopelus piabilis,4.36,35.08,,156.7577856,,gaz
12-Apr-07,2007,Late summer,Fish,130,Gymnoscopelus piabilis,4.36,35.08,,156.7577856,,gaz
23-May-07,2007,Late summer,Fish,154,Gymnoscopelus piabilis,4.36,35.08,,156.7577856,,gaz
22-Jun-07,2007,Winter,Fish,162,Gymnoscopelus piabilis,4.36,35.08,,156.7577856,,gaz
22-Jun-07,2007,Winter,Fish,162,Gymnoscopelus piabilis,4.36,35.08,,156.7577856,,gaz
22-Jun-07,2007,Winter,Fish,162,Gymnoscopelus piabilis,4.36,35.08,,156.7577856,,gaz
22-Jun-07,2007,Winter,Fish,162,Gymnoscopelus piabilis,4.36,35.08,,156.7577856,,gaz
28-Oct-07,2007,Early summer,Fish,189,Gymnoscopelus piabilis,4.36,35.08,,156.7577856,,gaz
23-Dec-07,2007,Early summer,Fish,196,Gymnoscopelus piabilis,4.36,35.08,,156.7577856,,gaz
23-Dec-07,2007,Early summer,Fish,197,Gymnoscopelus piabilis,4.36,35.08,,156.7577856,,gaz
24-Jan-08,2008,Early summer,Fish,203,Gymnoscopelus piabilis,4.36,35.08,,156.7577856,,gaz
24-Jan-08,2008,Early summer,Fish,203,Gymnoscopelus piabilis,4.36,35.08,,156.7577856,,gaz
24-Jan-08,2008,Early summer,Fish,203,Gymnoscopelus piabilis,4.36,35.08,,156.7577856,,gaz
24-Jan-08,2008,Early summer,Fish,206,Gymnoscopelus piabilis,4.36,35.08,,156.7577856,,gaz
24-Jan-08,2008,Early summer,Fish,211,Gymnoscopelus piabilis,4.36,35.08,,156.7577856,,gaz
22-Feb-08,2008,Late summer,Fish,217,Gymnoscopelus piabilis,4.36,35.08,,156.7577856,,gaz
22-Feb-08,2008,Late summer,Fish,223,Gymnoscopelus piabilis,4.36,35.08,,156.7577856,,gaz
22-Feb-08,2008,Late summer,Fish,223,Gymnoscopelus piabilis,4.36,35.08,,156.7577856,,gaz
22-Feb-08,2008,Late summer,Fish,226,Gymnoscopelus piabilis,4.36,35.08,,156.7577856,,gaz
22-Feb-08,2008,Late summer,Fish,226,Gymnoscopelus piabilis,4.36,35.08,,156.7577856,,gaz
22-Feb-08,2008,Late summer,Fish,229,Gymnoscopelus piabilis,4.36,35.08,,156.7577856,,gaz
22-Feb-08,2008,Late summer,Fish,233,Gymnoscopelus piabilis,4.36,35.08,,156.7577856,,gaz
22-Feb-08,2008,Late summer,Fish,233,Gymnoscopelus piabilis,4.36,35.08,,156.7577856,,gaz
22-Feb-08,2008,Late summer,Fish,233,Gymnoscopelus piabilis,4.36,35.08,,156.7577856,,gaz
22-Feb-08,2008,Late summer,Fish,236,Gymnoscopelus piabilis,4.36,35.08,,156.7577856,,gaz
22-Feb-08,2008,Late summer,Fish,237,Gymnoscopelus piabilis,4.36,35.08,,156.7577856,,gaz
24-Mar-08,2008,Late summer,Fish,248,Gymnoscopelus piabilis,4.36,35.08,,156.7577856,,gaz
24-Mar-08,2008,Late summer,Fish,253,Gymnoscopelus piabilis,4.36,35.08,,156.7577856,,gaz
22-Apr-08,2008,Late summer,Fish,588,Gymnoscopelus piabilis,4.36,35.14,,156.868908,,gaz
29-Dec-08,2008,Early summer,Fish,652,Gymnoscopelus piabilis,4.36,35.14,,156.868908,,gaz
29-Dec-08,2008,Early summer,Fish,661,Gymnoscopelus piabilis,4.36,35.14,,156.868908,,gaz
25-Feb-09,2009,Late summer,Fish,1088,Gymnoscopelus piabilis,4.36,35.14,,156.868908,,gaz
25-Feb-09,2009,Late summer,Fish,1095,Gymnoscopelus piabilis,4.36,35.14,,156.868908,,gaz
25-Feb-09,2009,Late summer,Fish,1100,Gymnoscopelus piabilis,4.36,35.14,,156.868908,,gaz
25-Feb-09,2009,Late summer,Fish,1109,Gymnoscopelus piabilis,4.36,35.14,,156.868908,,gaz
25-Feb-09,2009,Late summer,Fish,1109,Gymnoscopelus piabilis,4.36,35.14,,156.868908,,gaz
26-Apr-09,2009,Late summer,Fish,1185,Gymnoscopelus piabilis,4.36,35.14,,156.868908,,gaz
26-Apr-09,2009,Late summer,Fish,1188,Gymnoscopelus piabilis,4.36,35.14,,156.868908,,gaz
01-Jun-09,2009,Winter,Fish,1198,Gymnoscopelus piabilis,4.36,35.14,,156.868908,,gaz
23-Dec-09,2009,Early summer,Fish,1357,Gymnoscopelus piabilis,4.36,35.14,,156.868908,,gaz
25-Mar-10,2010,Late summer,Fish,1359,Gymnoscopelus piabilis,4.36,35.14,,156.868908,,gaz
22-Feb-10,2010,Late summer,Fish,1385,Gymnoscopelus piabilis,4.36,35.14,,156.868908,,gaz
25-Apr-06,2006,Late summer,Fish,57,Gymnoscopelus piabilis,4.45,36.75,,159.5040127,,gaz
25-Apr-06,2006,Late summer,Fish,59,Gymnoscopelus piabilis,4.45,36.75,,159.5040127,,gaz
19-Jul-06,2006,Winter,Fish,73,Gymnoscopelus piabilis,4.45,36.75,,159.5040127,,gaz
27-Jan-07,2007,Early summer,Fish,92,Gymnoscopelus piabilis,4.45,36.75,,159.5040127,,gaz
27-Jan-07,2007,Early summer,Fish,92,Gymnoscopelus piabilis,4.45,36.75,,159.5040127,,gaz
27-Jan-07,2007,Early summer,Fish,93,Gymnoscopelus piabilis,4.45,36.75,,159.5040127,,gaz
23-Feb-07,2007,Late summer,Fish,102,Gymnoscopelus piabilis,4.45,36.75,,159.5040127,,gaz
23-Feb-07,2007,Late summer,Fish,111,Gymnoscopelus piabilis,4.45,36.75,,159.5040127,,gaz
23-Feb-07,2007,Late summer,Fish,111,Gymnoscopelus piabilis,4.45,36.75,,159.5040127,,gaz
23-Feb-07,2007,Late summer,Fish,111,Gymnoscopelus piabilis,4.45,36.75,,159.5040127,,gaz
23-Feb-07,2007,Late summer,Fish,112,Gymnoscopelus piabilis,4.45,36.75,,159.5040127,,gaz
15-Mar-07,2007,Late summer,Fish,119,Gymnoscopelus piabilis,4.45,36.75,,159.5040127,,gaz
15-Mar-07,2007,Late summer,Fish,119,Gymnoscopelus piabilis,4.45,36.75,,159.5040127,,gaz
12-Apr-07,2007,Late summer,Fish,126,Gymnoscopelus piabilis,4.45,36.75,,159.5040127,,gaz
12-Apr-07,2007,Late summer,Fish,127,Gymnoscopelus piabilis,4.45,36.75,,159.5040127,,gaz
22-Jun-07,2007,Winter,Fish,162,Gymnoscopelus piabilis,4.45,36.75,,159.5040127,,gaz
22-Jun-07,2007,Winter,Fish,162,Gymnoscopelus piabilis,4.45,36.75,,159.5040127,,gaz
22-Jun-07,2007,Winter,Fish,162,Gymnoscopelus piabilis,4.45,36.75,,159.5040127,,gaz
22-Jun-07,2007,Winter,Fish,162,Gymnoscopelus piabilis,4.45,36.75,,159.5040127,,gaz
22-Jun-07,2007,Winter,Fish,162,Gymnoscopelus piabilis,4.45,36.75,,159.5040127,,gaz
22-Jun-07,2007,Winter,Fish,162,Gymnoscopelus piabilis,4.45,36.75,,159.5040127,,gaz
22-Jun-07,2007,Winter,Fish,162,Gymnoscopelus piabilis,4.45,36.75,,159.5040127,,gaz
22-Jun-07,2007,Winter,Fish,162,Gymnoscopelus piabilis,4.45,36.75,,159.5040127,,gaz
22-Jun-07,2007,Winter,Fish,162,Gymnoscopelus piabilis,4.45,36.75,,159.5040127,,gaz
22-Jun-07,2007,Winter,Fish,162,Gymnoscopelus piabilis,4.45,36.75,,159.5040127,,gaz
28-Oct-07,2007,Early summer,Fish,188,Gymnoscopelus piabilis,4.45,36.75,,159.5040127,,gaz
23-Dec-07,2007,Early summer,Fish,196,Gymnoscopelus piabilis,4.45,36.75,,159.5040127,,gaz
23-Dec-07,2007,Early summer,Fish,197,Gymnoscopelus piabilis,4.45,36.75,,159.5040127,,gaz
